Time,Horizon,Vectical
0.01,-7.580001,-9.949999
0.01,-32.15,-7.94
0.01,-56.069998,-4.63
0.01,41.709999,-8.860001
0.01,17.409998,-10.240001
0.01,-7.369999,-9.95
0.01,-31.930001,-7.99
0.01,-55.87,-4.699999
0.01,41.930003,-8.819999
0.01,17.630001,-10.23
0.01,-7.15,-9.979999
0.01,-31.720001,-8.029999
0.01,-55.660002,-4.76
0.01,42.12,-8.770001
0.01,17.840001,-10.199999
0.01,-6.929999,-9.99
0.01,-31.509998,-8.09
0.01,-55.449999,-4.84
0.01,42.35,-8.71
0.01,18.059999,-10.19
0.01,-6.709999,-10
0.01,-31.290001,-8.13
0.01,-55.250001,-4.91
0.01,42.549997,-8.659999
0.01,18.279999,-10.160001
0.01,-6.5,-10
0.01,-31.099999,-8.17
0.01,-55.039998,-4.98
0.01,42.76,-8.6
0.01,18.499999,-10.129999
0.01,-6.28,-10.03
0.01,-30.889999,-8.23
0.01,-54.830005,-5.05
0.01,42.969999,-8.550001
0.01,18.709999,-10.119999
0.01,-6.06,-10.04
0.01,-30.649999,-8.27
0.01,-54.620002,-5.11
0.01,43.179997,-8.509999
0.01,18.929999,-10.089999
0.01,-5.84,-10.049999
0.01,-30.459997,-8.329999
0.01,-54.419999,-5.19
0.01,43.400001,-8.449999
0.01,19.129999,-10.089999
0.01,-5.62,-10.08
0.01,-30.250003,-8.369999
0.01,-54.210001,-5.270001
0.01,43.609999,-8.39
0.01,19.349999,-10.06
0.01,-5.409999,-10.07
0.01,-30.029999,-8.39
0.01,-54.000003,-5.32
0.01,43.819997,-8.339999
0.01,19.579999,-10.019999
0.01,-5.19,-10.07
0.01,-29.8,-8.449999
0.01,-53.789999,-5.4
0.01,44.039996,-8.3
0.01,19.799998,-10.009998
0.01,-4.97,-10.1
0.01,-29.589999,-8.51
0.01,-53.589997,-5.47
0.01,44.249999,-8.239999
0.01,20,-10
0.01,-4.75,-10.11
0.01,-29.369998,-8.559999
0.01,-53.379999,-5.55
0.01,44.439996,-8.19
0.01,20.22,-9.969999
0.01,-4.53,-10.12
0.01,-29.16,-8.59
0.01,-53.17,-5.6
0.01,44.669996,-8.12
0.01,20.449999,-9.940001
0.01,-4.32,-10.119999
0.01,-28.940001,-8.619999
0.01,-52.949997,-5.689999
0.01,44.859998,-8.069999
0.01,20.649999,-9.93
0.01,-4.1,-10.149999
0.01,-28.750001,-8.68
0.01,-52.76,-5.76
0.01,45.080001,-8.03
0.01,20.869998,-9.89
0.01,-3.88,-10.149999
0.01,-28.539998,-8.719998
0.01,-52.549997,-5.819999
0.01,45.29,-7.97
0.01,21.089999,-9.86
0.01,-3.66,-10.159999
0.01,-28.299998,-8.779999
0.01,-52.320002,-5.889999
0.01,45.500003,-7.910001
0.01,21.3,-9.849999
0.01,-3.44,-10.160001
0.01,-28.109999,-8.810001
0.01,-52.13,-5.96
0.01,45.710001,-7.85
0.01,21.519999,-9.809999
0.01,-3.23,-10.169999
0.01,-27.870001,-8.85
0.01,-51.909996,-6.03
0.01,45.919999,-7.8
0.01,21.74,-9.78
0.01,-3.01,-10.169999
0.01,-27.660003,-8.889999
0.01,-51.699998,-6.090001
0.01,46.129998,-7.74
0.01,21.959999,-9.77
0.01,-2.79,-10.18
0.01,-27.459998,-8.92
0.01,-51.490005,-6.15
0.01,46.33,-7.679999
0.01,22.17,-9.71
0.01,-2.57,-10.159999
0.01,-27.249997,-8.96
0.01,-51.279997,-6.23
0.01,46.539998,-7.63
0.01,22.390001,-9.7
0.01,-2.35,-10.19
0.01,-27.040001,-9.009999
0.01,-51.069998,-6.29
0.01,46.750001,-7.57
0.01,22.61,-9.68
0.01,-2.13,-10.19
0.01,-26.819998,-9.05
0.01,-50.879996,-6.35
0.01,46.96,-7.510001
0.01,22.819998,-9.65
0.01,-1.92,-10.19
0.01,-26.609999,-9.089999
0.01,-50.649997,-6.43
0.01,47.169998,-7.45
0.01,23.04,-9.609999
0.01,-1.7,-10.19
0.01,-26.390003,-9.140001
0.01,-50.439999,-6.49
0.01,47.380001,-7.389999
0.01,23.230002,-9.58
0.01,-1.48,-10.199999
0.01,-26.169999,-9.159999
0.01,-50.23,-6.55
0.01,47.589999,-7.33
0.01,23.45,-9.559999
0.01,-1.26,-10.220001
0.01,-25.959998,-9.21
0.01,-50.029998,-6.629999
0.01,47.799998,-7.269999
0.01,23.669999,-9.529999
0.01,-1.04,-10.199999
0.01,-25.75,-9.24
0.01,-49.819995,-6.689999
0.01,48.009996,-7.22
0.01,23.899999,-9.49
0.01,-0.81,-10.200001
0.01,-25.51,-9.28
0.01,-49.610001,-6.75
0.01,48.220004,-7.16
0.01,24.099999,-9.469998
0.01,-0.61,-10.220001
0.01,-25.319998,-9.33
0.01,-49.399998,-6.820001
0.01,48.409996,-7.1
0.01,24.319998,-9.44
0.01,-0.39,-10.199999
0.01,-25.099999,-9.37
0.01,-49.19,-6.88
0.01,48.619999,-7.039999
0.01,24.529998,-9.4
0.01,-0.17,-10.199999
0.01,-24.879998,-9.4
0.01,-48.980002,-6.94
0.01,48.830002,-6.98
0.01,24.749997,-9.359999
0.01,0.03,-10.21
0.01,-24.67,-9.429999
0.01,-48.79,-7
0.01,49.019999,-6.91
0.01,24.939999,-9.33
0.01,0.25,-10.199999
0.01,-24.47,-9.459999
0.01,-48.580002,-7.06
0.01,49.229998,-6.86
0.01,25.160001,-9.290001
0.01,0.46,-10.199999
0.01,-24.260001,-9.5
0.01,-48.350002,-7.119999
0.01,49.440006,-6.8
0.01,25.380002,-9.27
0.01,0.68,-10.200001
0.01,-24.039998,-9.529999
0.01,-48.16,-7.19
0.01,49.649999,-6.74
0.01,25.590003,-9.229999
0.01,0.9,-10.199999
0.01,-23.829999,-9.580001
0.01,-47.949997,-7.25
0.01,49.859997,-6.68
0.01,25.809997,-9.21
0.01,1.12,-10.199999
0.01,-23.609998,-9.609999
0.01,-47.739999,-7.319999
0.01,50.07,-6.62
0.01,26.02,-9.16
0.01,1.34,-10.199999
0.01,-23.389999,-9.64
0.01,-47.530001,-7.379998
0.01,50.279999,-6.54
0.01,26.239999,-9.139999
0.01,1.56,-10.219999
0.01,-23.179999,-9.679999
0.01,-47.319997,-7.439999
0.01,50.469996,-6.5
0.01,26.449999,-9.099998
0.01,1.77,-10.220001
0.01,-22.96,-9.729999
0.01,-47.089998,-7.52
0.01,50.679999,-6.43
0.01,26.670001,-9.07
0.01,1.99,-10.21
0.01,-22.749997,-9.759999
0.01,-46.880005,-7.580001
0.01,50.889997,-6.37
0.01,26.86,-9.039999
0.01,2.21,-10.209999
0.01,-22.529998,-9.79
0.01,-46.689993,-7.63
0.01,51.1,-6.31
0.01,27.099995,-8.989999
0.01,2.43,-10.19
0.01,-22.310001,-9.82
0.01,-46.459998,-7.69
0.01,51.309998,-6.24
0.01,27.310001,-8.950001
0.01,2.65,-10.180001
0.01,-22.09,-9.83
0.01,-46.249995,-7.750001
0.01,51.520002,-6.18
0.01,27.510001,-8.92
0.01,2.86,-10.180001
0.01,-21.880002,-9.88
0.01,-46.040002,-7.82
0.01,51.73,-6.099999
0.01,27.74,-8.870001
0.01,3.08,-10.180002
0.01,-21.66,-9.909999
0.01,-45.819998,-7.88
0.01,51.939998,-6.05
0.01,27.940003,-8.850001
0.01,3.3,-10.169999
0.01,-21.449997,-9.94
0.01,-45.61,-7.94
0.01,52.120004,-5.98
0.01,28.149999,-8.81
0.01,3.52,-10.169998
0.01,-21.229998,-9.97
0.01,-45.399997,-7.99
0.01,52.350004,-5.92
0.01,28.37,-8.770001
0.01,3.74,-10.16
0.01,-21.030001,-9.99
0.01,-45.21,-8.060001
0.01,52.540001,-5.850001
0.01,28.579998,-8.749998
0.01,3.96,-10.16
0.01,-20.800001,-10.039999
0.01,-44.98,-8.12
0.01,52.749999,-5.8
0.01,28.799997,-8.699999
0.01,4.17,-10.149999
0.01,-20.58,-10.07
0.01,-44.769997,-8.179999
0.01,52.959997,-5.719999
0.01,29.01,-8.66
0.01,4.39,-10.149999
0.01,-20.36,-10.1
0.01,-44.559999,-8.23
0.01,53.169996,-5.669999
0.01,29.220003,-8.6
0.01,4.61,-10.119999
0.01,-20.14,-10.11
0.01,-44.34,-8.29
0.01,53.379994,-5.609999
0.01,29.44,-8.580001
0.01,4.83,-10.129999
0.01,-19.930001,-10.149999
0.01,-44.129997,-8.36
0.01,53.580001,-5.53
0.01,29.649998,-8.53
0.01,5.049999,-10.129999
0.01,-19.71,-10.180001
0.01,-43.919998,-8.4
0.01,53.769993,-5.47
0.01,29.850001,-8.49
0.01,5.26,-10.12
0.01,-19.51,-10.200001
0.01,-43.71,-8.47
0.01,54.000003,-5.4
0.01,30.080003,-8.46
0.01,5.48,-10.11
0.01,-19.280001,-10.230001
0.01,-43.499997,-8.52
0.01,54.19,-5.34
0.01,30.279998,-8.419999
0.01,5.7,-10.1
0.01,-19.059998,-10.260001
0.01,-43.289999,-8.58
0.01,54.400003,-5.28
0.01,30.489998,-8.38
0.01,5.92,-10.1
0.01,-18.86,-10.299999
0.01,-43.07,-8.65
0.01,54.599996,-5.2
0.01,30.720003,-8.33
0.01,6.14,-10.07
0.01,-18.62,-10.31
0.01,-42.860002,-8.700001
0.01,54.809999,-5.14
0.01,30.92,-8.29
0.01,6.35,-10.059999
0.01,-18.429998,-10.349999
0.01,-42.649999,-8.76
0.01,55.019997,-5.07
0.01,31.130001,-8.250001
0.01,6.57,-10.049999
0.01,-18.19,-10.359999
0.01,-42.44,-8.81
0.01,55.23,-4.99
0.01,31.349998,-8.2
0.01,6.79,-10.04
0.01,-17.989999,-10.379999
0.01,-42.219997,-8.86
0.01,55.430003,-4.929999
0.01,31.559996,-8.16
0.01,7.01,-10.029999
0.01,-17.750001,-10.41
0.01,-42.009998,-8.920001
0.01,55.62,-4.88
0.01,31.769999,-8.13
0.01,7.230001,-10.02
0.01,-17.559997,-10.45
0.01,-41.8,-8.969999
0.01,55.829998,-4.81
0.01,31.989998,-8.08
0.01,7.439999,-10.009998
0.01,-17.34,-10.469999
0.01,-41.589997,-9.040001
0.01,56.039996,-4.729999
0.01,32.199994,-8.019999
0.01,7.66,-9.98
0.01,-17.119998,-10.479999
0.01,-41.370003,-9.080001
0.01,56.26,-4.66
0.01,32.409999,-7.989999
0.01,7.88,-9.97
0.01,-16.88,-10.51
0.01,-41.140003,-9.129999
0.01,56.449997,-4.59
0.01,32.629998,-7.94
0.01,8.099999,-9.96
0.01,-16.680002,-10.53
0.01,-40.950002,-9.2
0.01,56.66,-4.53
0.01,32.840001,-7.890001
0.01,8.309999,-9.95
0.01,-16.449999,-10.57
0.01,-40.709997,-9.250001
0.01,56.859998,-4.46
0.01,33.050002,-7.85
0.01,8.53,-9.94
0.01,-16.230001,-10.589999
0.01,-40.499998,-9.310001
0.01,57.069996,-4.39
0.01,33.259995,-7.799999
0.01,8.749999,-9.919999
0.01,-16.01,-10.61
0.01,-40.289998,-9.360001
0.01,57.279999,-4.32
0.01,33.479999,-7.77
0.01,8.969999,-9.909999
0.01,-15.81,-10.63
0.01,-40.069999,-9.41
0.01,57.489997,-4.25
0.01,33.670001,-7.730002
0.01,9.19,-9.9
0.01,-15.589998,-10.659999
0.01,-39.880002,-9.470001
0.01,57.69,-4.17
0.01,33.899998,-7.66
0.01,9.4,-9.87
0.01,-15.35,-10.659999
0.01,-39.639999,-9.51
0.01,57.880002,-4.11
0.01,34.089997,-7.610001
0.01,9.6,-9.849999
0.01,-15.160001,-10.679999
0.01,-39.449997,-9.559999
0.01,58.079995,-4.04
0.01,34.310001,-7.559999
0.01,9.84,-9.839999
0.01,-14.939999,-10.7
0.01,-39.219998,-9.609998
0.01,58.289998,-3.96
0.01,34.519997,-7.510001
0.01,10.049999,-9.809999
0.01,-14.719999,-10.72
0.01,-38.999999,-9.66
0.01,58.499996,-3.89
0.01,34.73,-7.47
0.01,10.27,-9.79
0.01,-14.500001,-10.740001
0.01,-38.790001,-9.71
0.01,58.699998,-3.819999
0.01,34.940001,-7.429999
0.01,10.489999,-9.780001
0.01,-14.279999,-10.76
0.01,-38.58,-9.78
0.01,58.910002,-3.75
0.01,35.149997,-7.369999
0.01,10.71,-9.76
0.01,-14.06,-10.779998
0.01,-38.359999,-9.809999
0.01,59.109999,-3.67
0.01,35.369998,-7.32
0.01,10.919998,-9.730001
0.01,-13.840001,-10.780001
0.01,-38.139997,-9.859999
0.01,59.320002,-3.600001
0.01,35.579996,-7.269999
0.01,11.14,-9.71
0.01,-13.629999,-10.82
0.01,-37.930001,-9.909999
0.01,59.529996,-3.53
0.01,35.789999,-7.22
0.01,11.360001,-9.7
0.01,-13.410001,-10.84
0.01,-37.71,-9.96
0.01,59.729998,-3.45
0.01,36,-7.17
0.01,11.569999,-9.66
0.01,-13.19,-10.83
0.01,-37.499999,-10.01
0.01,59.92,-3.39
0.01,36.210003,-7.12
0.01,11.789999,-9.65
0.01,-12.97,-10.849999
0.01,-37.289999,-10.059999
0.01,60.119993,-3.32
0.01,36.420004,-7.06
0.01,12.009999,-9.629999
0.01,-12.749999,-10.87
0.01,-37.069997,-10.099999
0.01,60.329996,-3.23
0.01,36.609999,-7
0.01,12.210001,-9.589999
0.01,-12.530001,-10.870001
0.01,-36.850001,-10.14
0.01,60.529999,-3.16
0.01,36.839998,-6.94
0.01,12.439999,-9.58
0.01,-12.310001,-10.889998
0.01,-36.639995,-10.199999
0.01,60.739997,-3.09
0.01,37.03,-6.9
0.01,12.66,-9.559999
0.01,-12.090001,-10.9
0.01,-36.419997,-10.23
0.01,60.939999,-3.01
0.01,37.27,-6.84
0.01,12.879999,-9.52
0.01,-11.88,-10.919998
0.01,-36.209998,-10.279999
0.01,61.150002,-2.94
0.01,37.459999,-6.79
0.01,13.089999,-9.5
0.01,-11.66,-10.93
0.01,-35.989997,-10.33
0.01,61.35,-2.86
0.01,37.67,-6.72
0.01,13.31,-9.47
0.01,-11.440001,-10.93
0.01,-35.769998,-10.359998
0.01,61.539997,-2.78
0.01,37.869998,-6.65
0.01,13.519999,-9.429999
0.01,-11.22,-10.93
0.01,-35.56,-10.41
0.01,61.74,-2.7
0.01,38.079999,-6.6
0.01,13.740001,-9.39
0.01,-11,-10.919998
0.01,-35.339999,-10.440001
0.01,61.74,-2.67
0.01,38.079999,-6.53
0.01,13.740001,-9.31
0.01,-11,-10.849999
0.01,-35.339999,-10.379999
0.01,61.549998,-2.72
0.01,37.859997,-6.549999
0.01,13.519999,-9.31
0.01,-11.210002,-10.81
0.01,-35.549997,-10.319999
0.01,61.319998,-2.77
0.01,37.649997,-6.59
0.01,13.280001,-9.31
0.01,-11.429999,-10.78
0.01,-35.759998,-10.259999
0.01,61.140002,-2.84
0.01,37.440001,-6.64
0.01,13.06,-9.33
0.01,-11.65,-10.76
0.01,-35.979996,-10.19
0.01,60.929999,-2.9
0.01,37.219997,-6.68
0.01,12.85,-9.329999
0.01,-11.869999,-10.73
0.01,-36.19,-10.129999
0.01,60.72,-2.97
0.01,37.010001,-6.709998
0.01,12.630001,-9.34
0.01,-12.089999,-10.69
0.01,-36.399998,-10.07
0.01,60.519998,-3.04
0.01,36.8,-6.76
0.01,12.410001,-9.36
0.01,-12.310001,-10.679999
0.01,-36.619997,-10.019999
0.01,60.309995,-3.1
0.01,36.589997,-6.8
0.01,12.19,-9.36
0.01,-12.530002,-10.640001
0.01,-36.83,-9.96
0.01,60.099997,-3.17
0.01,36.389997,-6.83
0.01,12,-9.37
0.01,-12.74,-10.61
0.01,-37.049999,-9.9
0.01,59.899999,-3.22
0.01,36.179997,-6.86
0.01,11.78,-9.37
0.01,-12.959999,-10.589999
0.01,-37.259997,-9.85
0.01,59.690001,-3.31
0.01,35.949997,-6.91
0.01,11.54,-9.39
0.01,-13.180001,-10.57
0.01,-37.479998,-9.800001
0.01,59.479998,-3.36
0.01,35.739999,-6.96
0.01,11.32,-9.400001
0.01,-13.399999,-10.529999
0.01,-37.689999,-9.739999
0.01,59.279995,-3.43
0.01,35.539999,-6.99
0.01,11.11,-9.42
0.01,-13.619999,-10.519999
0.01,-37.9,-9.69
0.01,59.090003,-3.48
0.01,35.329998,-7.039999
0.01,10.89,-9.41
0.01,-13.83,-10.479999
0.01,-38.119999,-9.63
0.01,58.88,-3.549999
0.01,35.12,-7.069999
0.01,10.669999,-9.429999
0.01,-14.049999,-10.460001
0.01,-38.329997,-9.58
0.01,58.660001,-3.63
0.01,34.899998,-7.11
0.01,10.460001,-9.440001
0.01,-14.269999,-10.440001
0.01,-38.560001,-9.51
0.01,58.469999,-3.69
0.01,34.690003,-7.17
0.01,10.239999,-9.46
0.01,-14.49,-10.420001
0.01,-38.759999,-9.469999
0.01,58.259996,-3.759999
0.01,34.479999,-7.199999
0.01,10.019999,-9.469999
0.01,-14.709999,-10.379999
0.01,-38.989998,-9.4
0.01,58.049998,-3.82
0.01,34.269999,-7.240001
0.01,9.800001,-9.46
0.01,-14.92,-10.339999
0.01,-39.199999,-9.34
0.01,57.85,-3.88
0.01,34.050002,-7.28
0.01,9.59,-9.48
0.01,-15.14,-10.320001
0.01,-39.42,-9.29
0.01,57.640002,-3.95
0.01,33.839999,-7.329999
0.01,9.37,-9.49
0.01,-15.360001,-10.299999
0.01,-39.630001,-9.24
0.01,57.45,-4.01
0.01,33.630001,-7.36
0.01,9.169999,-9.5
0.01,-15.579999,-10.279999
0.01,-39.849997,-9.179999
0.01,57.240001,-4.07
0.01,33.41,-7.39
0.01,8.95,-9.489999
0.01,-15.8,-10.239999
0.01,-40.059998,-9.12
0.01,57.039999,-4.14
0.01,33.199999,-7.439999
0.01,8.739999,-9.509998
0.01,-16.01,-10.220001
0.01,-40.269996,-9.050001
0.01,56.830001,-4.220001
0.01,32.990001,-7.49
0.01,8.52,-9.54
0.01,-16.230001,-10.199999
0.01,-40.489998,-9.02
0.01,56.620002,-4.29
0.01,32.78,-7.53
0.01,8.28,-9.55
0.01,-16.45,-10.169999
0.01,-40.699998,-8.949999
0.01,56.42,-4.350001
0.01,32.580002,-7.580001
0.01,8.08,-9.56
0.01,-16.669999,-10.149999
0.01,-40.910004,-8.899999
0.01,56.209997,-4.41
0.01,32.349998,-7.610001
0.01,7.85,-9.55
0.01,-16.879998,-10.11
0.01,-41.119997,-8.830001
0.01,55.999999,-4.47
0.01,32.139997,-7.650001
0.01,7.63,-9.58
0.01,-17.099998,-10.089999
0.01,-41.340001,-8.78
0.01,55.79,-4.540001
0.01,31.94,-7.680001
0.01,7.409999,-9.569999
0.01,-17.319999,-10.06
0.01,-41.549999,-8.730001
0.01,55.589998,-4.61
0.01,31.729999,-7.740001
0.01,7.189999,-9.600001
0.01,-17.540001,-10.04
0.01,-41.760002,-8.68
0.01,55.380004,-4.670001
0.01,31.499999,-7.77
0.01,6.98,-9.59
0.01,-17.749998,-10
0.01,-41.969996,-8.61
0.01,55.170001,-4.739999
0.01,31.299997,-7.81
0.01,6.76,-9.6
0.01,-17.969999,-9.989999
0.01,-42.19,-8.559999
0.01,54.979999,-4.8
0.01,31.090001,-7.84
0.01,6.56,-9.609999
0.01,-18.19,-9.949999
0.01,-42.399998,-8.489999
0.01,54.76,-4.87
0.01,30.849996,-7.889999
0.01,6.32,-9.62
0.01,-18.399999,-9.92
0.01,-42.629997,-8.44
0.01,54.569999,-4.92
0.01,30.659994,-7.93
0.01,6.129999,-9.629999
0.01,-18.62,-9.9
0.01,-42.819999,-8.379999
0.01,54.36,-4.99
0.01,30.440003,-7.96
0.01,5.91,-9.639999
0.01,-18.839999,-9.859999
0.01,-43.039998,-8.329999
0.01,54.149997,-5.06
0.01,30.229997,-8.019999
0.01,5.69,-9.65
0.01,-19.059998,-9.849998
0.01,-43.250001,-8.27
0.01,53.939994,-5.12
0.01,30.019999,-8.039999
0.01,5.45,-9.65
0.01,-19.269999,-9.800001
0.01,-43.459999,-8.21
0.01,53.730001,-5.19
0.01,29.8,-8.09
0.01,5.23,-9.66
0.01,-19.490001,-9.779999
0.01,-43.669998,-8.149998
0.01,53.529998,-5.26
0.01,29.589999,-8.13
0.01,5.02,-9.669999
0.01,-19.71,-9.75
0.01,-43.899997,-8.089999
0.01,53.340001,-5.3
0.01,29.389997,-8.15
0.01,4.82,-9.65
0.01,-19.92,-9.71
0.01,-44.089999,-8.03
0.01,53.129998,-5.37
0.01,29.16,-8.2
0.01,4.58,-9.68
0.01,-20.14,-9.700001
0.01,-44.319999,-7.969999
0.01,52.92,-5.43
0.01,28.969998,-8.24
0.01,4.379999,-9.69
0.01,-20.339997,-9.649998
0.01,-44.520001,-7.920001
0.01,52.709997,-5.5
0.01,28.730003,-8.28
0.01,4.15,-9.69
0.01,-20.569999,-9.62
0.01,-44.750001,-7.86
0.01,52.499998,-5.56
0.01,28.540001,-8.299999
0.01,3.95,-9.7
0.01,-20.790001,-9.6
0.01,-44.959999,-7.79
0.01,52.29,-5.63
0.01,28.33,-8.36
0.01,3.73,-9.7
0.01,-21.009999,-9.569998
0.01,-45.169997,-7.730001
0.01,52.080002,-5.69
0.01,28.109999,-8.38
0.01,3.51,-9.71
0.01,-21.200001,-9.54
0.01,-45.359999,-7.679999
0.01,51.879994,-5.750001
0.01,27.899998,-8.419999
0.01,3.3,-9.709999
0.01,-21.439999,-9.51
0.01,-45.589999,-7.62
0.01,51.669996,-5.820001
0.01,27.679997,-8.47
0.01,3.08,-9.72
0.01,-21.639999,-9.48
0.01,-45.799997,-7.559999
0.01,51.459998,-5.88
0.01,27.460003,-8.49
0.01,2.86,-9.72
0.01,-21.85,-9.440001
0.01,-46.01,-7.49
0.01,51.269996,-5.95
0.01,27.249997,-8.53
0.01,2.64,-9.719998
0.01,-22.069999,-9.41
0.01,-46.229999,-7.429998
0.01,51.059993,-6
0.01,27.039999,-8.57
0.01,2.4,-9.73
0.01,-22.300001,-9.37
0.01,-46.440002,-7.379999
0.01,50.830003,-6.079999
0.01,26.819998,-8.61
0.01,2.19,-9.729999
0.01,-22.519997,-9.34
0.01,-46.649995,-7.319999
0.01,50.640001,-6.12
0.01,26.609999,-8.629999
0.01,1.99,-9.730001
0.01,-22.72,-9.319999
0.01,-46.859998,-7.25
0.01,50.429998,-6.19
0.01,26.39,-8.669999
0.01,1.75,-9.739999
0.01,-22.949997,-9.279999
0.01,-47.070002,-7.19
0.01,50.219995,-6.25
0.01,26.18,-8.71
0.01,1.55,-9.739999
0.01,-23.149999,-9.250001
0.01,-47.279995,-7.13
0.01,50.009997,-6.31
0.01,25.959998,-8.749999
0.01,1.32,-9.739999
0.01,-23.379999,-9.22
0.01,-47.489998,-7.069999
0.01,49.800003,-6.37
0.01,25.75,-8.78
0.01,1.1,-9.74
0.01,-23.599997,-9.19
0.01,-47.699996,-7.02
0.01,49.589995,-6.45
0.01,25.530001,-8.819999
0.01,0.9,-9.74
0.01,-23.8,-9.14
0.01,-47.909999,-6.939999
0.01,49.399998,-6.5
0.01,25.309998,-8.84
0.01,0.66,-9.739999
0.01,-24.029999,-9.109999
0.01,-48.119998,-6.879999
0.01,49.169999,-6.57
0.01,25.120001,-8.889999
0.01,0.46,-9.760002
0.01,-24.23,-9.099999
0.01,-48.330001,-6.83
0.01,48.980002,-6.61
0.01,24.900002,-8.91
0.01,0.25,-9.739999
0.01,-24.439998,-9.039999
0.01,-48.539999,-6.769999
0.01,48.79,-6.679999
0.01,24.71,-8.95
0.01,0.03,-9.77
0.01,-24.64,-9.009999
0.01,-48.750002,-6.709999
0.01,48.580002,-6.74
0.01,24.489998,-8.98
0.01,-0.17,-9.76
0.01,-24.850001,-8.979999
0.01,-48.939999,-6.65
0.01,48.369998,-6.8
0.01,24.28,-9.02
0.01,-0.39,-9.76
0.01,-25.069997,-8.950001
0.01,-49.149998,-6.59
0.01,48.16,-6.86
0.01,24.060001,-9.06
0.01,-0.61,-9.760002
0.01,-25.280001,-8.91
0.01,-49.359996,-6.52
0.01,47.950002,-6.92
0.01,23.850001,-9.069999
0.01,-0.82,-9.76
0.01,-25.499999,-8.880001
0.01,-49.569999,-6.46
0.01,47.739999,-6.979999
0.01,23.629999,-9.109999
0.01,-1.06,-9.759999
0.01,-25.729999,-8.84
0.01,-49.800003,-6.39
0.01,47.529996,-7.039999
0.01,23.41,-9.14
0.01,-1.26,-9.76
0.01,-25.930001,-8.81
0.01,-49.989995,-6.34
0.01,47.319997,-7.1
0.01,23.2,-9.179999
0.01,-1.48,-9.76
0.01,-26.149998,-8.78
0.01,-50.219995,-6.27
0.01,47.129996,-7.15
0.01,22.980001,-9.21
0.01,-1.7,-9.75
0.01,-26.360001,-8.719999
0.01,-50.409997,-6.200001
0.01,46.920002,-7.229999
0.01,22.77,-9.25
0.01,-1.91,-9.77
0.01,-26.58,-8.71
0.01,-50.619995,-6.14
0.01,46.709999,-7.269999
0.01,22.549999,-9.28
0.01,-2.15,-9.77
0.01,-26.790001,-8.67
0.01,-50.850004,-6.079999
0.01,46.499996,-7.329999
0.01,22.350001,-9.3
0.01,-2.35,-9.75
0.01,-26.999999,-8.619999
0.01,-51.060003,-6.009999
0.01,46.289998,-7.4
0.01,22.119999,-9.329999
0.01,-2.59,-9.739999
0.01,-27.22,-8.58
0.01,-51.259995,-5.95
0.01,46.079994,-7.46
0.01,21.9,-9.38
0.01,-2.8,-9.76
0.01,-27.439999,-8.56
0.01,-51.470003,-5.89
0.01,45.859996,-7.52
0.01,21.69,-9.400001
0.01,-3,-9.750001
0.01,-27.65,-8.53
0.01,-51.679997,-5.83
0.01,45.649997,-7.590001
0.01,21.469998,-9.429999
0.01,-3.22,-9.75
0.01,-27.86,-8.47
0.01,-51.89,-5.749999
0.01,45.439999,-7.63
0.01,21.270001,-9.459999
0.01,-3.44,-9.76
0.01,-28.079999,-8.449999
0.01,-52.099998,-5.700001
0.01,45.230001,-7.689999
0.01,21.06,-9.49
0.01,-3.66,-9.76
0.01,-28.29,-8.4
0.01,-52.309996,-5.63
0.01,45.039999,-7.760001
0.01,20.839999,-9.509998
0.01,-3.87,-9.73
0.01,-28.510001,-8.359999
0.01,-52.52,-5.57
0.01,44.810004,-7.82
0.01,20.619997,-9.56
0.01,-4.09,-9.75
0.01,-28.72,-8.34
0.01,-52.729998,-5.5
0.01,44.619998,-7.870001
0.01,20.409999,-9.589999
0.01,-4.31,-9.739999
0.01,-28.940001,-8.3
0.01,-52.929995,-5.44
0.01,44.399999,-7.93
0.01,20.189998,-9.62
0.01,-4.53,-9.739999
0.01,-29.149997,-8.26
0.01,-53.139999,-5.38
0.01,44.19,-7.98
0.01,19.969999,-9.65
0.01,-4.75,-9.75
0.01,-29.369998,-8.22
0.01,-53.350002,-5.31
0.01,43.979997,-8.039999
0.01,19.759998,-9.679998
0.01,-4.96,-9.739999
0.01,-29.579999,-8.179998
0.01,-53.56,-5.25
0.01,43.769999,-8.089999
0.01,19.539999,-9.69
0.01,-5.18,-9.74
0.01,-29.789997,-8.13
0.01,-53.769993,-5.18
0.01,43.560001,-8.16
0.01,19.319999,-9.74
0.01,-5.4,-9.73
0.01,-30.010001,-8.099999
0.01,-53.999998,-5.11
0.01,43.349998,-8.220001
0.01,19.109999,-9.75
0.01,-5.62,-9.719998
0.01,-30.219999,-8.05
0.01,-54.179999,-5.04
0.01,43.15,-8.27
0.01,18.91,-9.78
0.01,-5.83,-9.71
0.01,-30.43,-8.02
0.01,-54.389997,-4.99
0.01,42.92,-8.33
0.01,18.669997,-9.83
0.01,-6.049999,-9.72
0.01,-30.649999,-7.98
0.01,-54.620002,-4.92
0.01,42.729999,-8.379999
0.01,18.479999,-9.839999
0.01,-6.27,-9.71
0.01,-30.859999,-7.94
0.01,-54.809999,-4.85
0.01,42.52,-8.449999
0.01,18.24,-9.89
0.01,-6.49,-9.73
0.01,-31.080001,-7.900001
0.01,-55.039998,-4.789999
